index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
175,ms_01,4/21/20,M,Trauma,None,Control,907,Paracentral nucleus,PCN,51,Intralaminar nuclei of the dorsal thalamus,699,2,1.0,diencephalon,16836,0.00011879306248515087
177,ms_01,4/21/20,M,Trauma,None,Control,914,Posterodorsal preoptic nucleus,PD,141,Periventricular region,746,2,1.0,diencephalon,188,0.010638297872340425
178,ms_01,4/21/20,M,Trauma,None,Control,338,Subfornical organ,SFO,141,Periventricular region,753,3,1.0,diencephalon,1485,0.00202020202020202
179,ms_01,4/21/20,M,Trauma,None,Control,1074,"Anterolateral visual area, layer 1",VISal1,402,Anterolateral visual area,165,3,1.0,cortical_plate,5504,0.0005450581395348837
180,ms_01,4/21/20,M,Trauma,None,Control,1113,Interanterodorsal nucleus of the thalamus,IAD,239,Anterior group of the dorsal thalamus,681,3,1.0,diencephalon,5646,0.0005313496280552603
181,ms_01,4/21/20,M,Trauma,None,Control,653,Abducens nucleus,VI,370,"Medulla, motor related",948,9,1.0,hindbrain,1290,0.0069767441860465115
182,ms_01,4/21/20,M,Trauma,None,Control,68,"Frontal pole, layer 1",FRP1,184,"Frontal pole, cerebral cortex",7,9,1.0,cortical_plate,41158,0.0002186695174692648
183,ms_01,4/21/20,M,Trauma,None,Control,893,"Supplemental somatosensory area, layer 6b",SSs6b,378,Supplemental somatosensory area,106,10,1.0,cortical_plate,8102,0.0012342631449024932
184,ms_01,4/21/20,M,Trauma,None,Control,591,Central linear nucleus raphe,CLI,165,Midbrain raphe nuclei,864,10,1.0,midbrain,5341,0.001872308556450103
185,ms_01,4/21/20,M,Trauma,None,Control,781,Nucleus y,y,370,"Medulla, motor related",991,21,1.0,hindbrain,1672,0.012559808612440191
186,ms_01,4/21/20,M,Trauma,None,Control,59,Intermediodorsal nucleus of the thalamus,IMD,444,Medial group of the dorsal thalamus,684,21,1.0,diencephalon,9498,0.0022109917877447885
187,ms_01,4/21/20,M,Trauma,None,Control,350,Subceruleus nucleus,SLC,1117,"Pons, behavioral state related",916,21,1.0,hindbrain,1954,0.010747185261003071
188,ms_01,4/21/20,M,Trauma,None,Control,733,Ventral posteromedial nucleus of the thalamus,VPM,709,Ventral posterior complex of the thalamus,649,22,1.0,diencephalon,102689,0.00021423911032340367
189,ms_01,4/21/20,M,Trauma,None,Control,469,"posteromedial visual area, layer 6b",VISpm6b,533,posteromedial visual area,205,22,1.0,cortical_plate,2275,0.00967032967032967
190,ms_01,4/21/20,M,Trauma,None,Control,461,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,361,"Primary somatosensory area, trunk",92,22,1.0,cortical_plate,2045,0.010757946210268949
191,ms_01,4/21/20,M,Trauma,None,Control,421,"Lateral visual area, layer 1",VISl1,409,Lateral visual area,179,22,1.0,cortical_plate,9779,0.0022497187851518562
192,ms_01,4/21/20,M,Trauma,None,Control,621,Motor nucleus of trigeminal,V,987,"Pons, motor related",902,22,1.0,hindbrain,24252,0.0009071416790367805
193,ms_01,4/21/20,M,Trauma,None,Control,445,"Spinal nucleus of the trigeminal, oral part",SPVO,386,"Medulla, sensory related",939,23,1.0,hindbrain,32813,0.0007009416999360009
194,ms_01,4/21/20,M,Trauma,None,Control,429,"Spinal nucleus of the trigeminal, caudal part",SPVC,386,"Medulla, sensory related",937,24,1.0,hindbrain,84534,0.0002839094328909078
195,ms_01,4/21/20,M,Trauma,None,Control,649,"Anterolateral visual area, layer 6b",VISal6b,402,Anterolateral visual area,170,24,1.0,cortical_plate,1441,0.016655100624566273
196,ms_01,4/21/20,M,Trauma,None,Control,934,"Entorhinal area, medial part, ventral zone",ENTmv,909,Entorhinal area,517,24,1.0,cortical_plate,16552,0.0014499758337361043
197,ms_01,4/21/20,M,Trauma,None,Control,121,"Lateral visual area, layer 6b",VISl6b,409,Lateral visual area,184,24,1.0,cortical_plate,1610,0.014906832298136646
198,ms_01,4/21/20,M,Trauma,None,Control,989,Fastigial nucleus,FN,519,Cerebellar nuclei,1080,25,1.0,cerebellum,32651,0.0007656733331291537
199,ms_01,4/21/20,M,Trauma,None,Control,1085,"Secondary motor area, layer 6b",MOs6b,993,Secondary motor area,29,25,1.0,cortical_plate,5942,0.004207337596768765
200,ms_01,4/21/20,M,Trauma,None,Control,912,Lingula (I),LING,645,Vermal regions,1000,25,1.0,cerebellum,7942,0.003147821707378494
201,ms_01,4/21/20,M,Trauma,None,Control,773,Hypoglossal nucleus,XII,370,"Medulla, motor related",990,25,1.0,hindbrain,22521,0.0011100750410727766
202,ms_01,4/21/20,M,Trauma,None,Control,643,"Posterior auditory area, layer 2/3",AUDpo2/3,1027,Posterior auditory area,145,26,1.0,cortical_plate,3137,0.008288173414089895
203,ms_01,4/21/20,M,Trauma,None,Control,441,"Anteromedial visual area, layer 6b",VISam6b,394,Anteromedial visual area,177,26,1.0,cortical_plate,1086,0.02394106813996317
204,ms_01,4/21/20,M,Trauma,None,Control,599,Central medial nucleus of the thalamus,CM,51,Intralaminar nuclei of the dorsal thalamus,698,26,1.0,diencephalon,10754,0.002417705039985122
205,ms_01,4/21/20,M,Trauma,None,Control,450,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,369,"Primary somatosensory area, upper limb",80,27,1.0,cortical_plate,20915,0.0012909395170929954
206,ms_01,4/21/20,M,Trauma,None,Control,440,"Orbital area, lateral part, layer 6a",ORBl6a,723,"Orbital area, lateral part",262,28,1.0,cortical_plate,11953,0.0023425081569480467
207,ms_01,4/21/20,M,Trauma,None,Control,930,Parafascicular nucleus,PF,51,Intralaminar nuclei of the dorsal thalamus,701,28,1.0,diencephalon,26914,0.0010403507468232146
208,ms_01,4/21/20,M,Trauma,None,Control,36,"Gustatory areas, layer 1",GU1,1057,Gustatory areas,108,28,1.0,cortical_plate,28255,0.0009909750486639534
210,ms_01,4/21/20,M,Trauma,None,Control,155,Lateral dorsal nucleus of thalamus,LD,239,Anterior group of the dorsal thalamus,682,29,1.0,diencephalon,68148,0.0004255444033573986
211,ms_01,4/21/20,M,Trauma,None,Control,1025,Paramedian lobule,PRM,1073,Hemispheric regions,1060,30,1.0,cerebellum,315291,9.515019458214792e-05
212,ms_01,4/21/20,M,Trauma,None,Control,609,Subparafascicular area,SPA,864,"Thalamus, sensory-motor cortex related",655,20,1.0,diencephalon,3375,0.005925925925925926
213,ms_01,4/21/20,M,Trauma,None,Control,1,"Tuberomammillary nucleus, ventral part",TMv,557,Tuberomammillary nucleus,771,31,1.0,diencephalon,1884,0.016454352441613588
214,ms_01,4/21/20,M,Trauma,None,Control,249,"Posterior auditory area, layer 6a",AUDpo6a,1027,Posterior auditory area,148,20,1.0,cortical_plate,1307,0.015302218821729151
215,ms_01,4/21/20,M,Trauma,None,Control,83,Inferior olivary complex,IO,370,"Medulla, motor related",960,19,1.0,hindbrain,33071,0.0005745214840797073
216,ms_01,4/21/20,M,Trauma,None,Control,1098,"Medullary reticular nucleus, dorsal part",MDRNd,395,Medullary reticular nucleus,969,10,1.0,hindbrain,22557,0.0004433213636565146
217,ms_01,4/21/20,M,Trauma,None,Control,230,Nucleus raphe pallidus,RPA,379,"Medulla, behavioral state related",995,10,1.0,hindbrain,2242,0.0044603033006244425
218,ms_01,4/21/20,M,Trauma,None,Control,189,Rhomboid nucleus,RH,51,Intralaminar nuclei of the dorsal thalamus,697,11,1.0,diencephalon,4099,0.002683581361307636
219,ms_01,4/21/20,M,Trauma,None,Control,330,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,879,"Retrosplenial area, dorsal part",331,11,1.0,cortical_plate,1223,0.008994276369582993
220,ms_01,4/21/20,M,Trauma,None,Control,1033,Copula pyramidis,COPY,1073,Hemispheric regions,1064,11,1.0,cerebellum,155348,7.080876483765482e-05
221,ms_01,4/21/20,M,Trauma,None,Control,642,Nucleus of the trapezoid body,NTB,386,"Medulla, sensory related",930,11,1.0,hindbrain,6415,0.0017147310989867497
222,ms_01,4/21/20,M,Trauma,None,Control,238,Nucleus raphe pontis,RPO,1117,"Pons, behavioral state related",915,12,1.0,hindbrain,2777,0.004321209938782859
223,ms_01,4/21/20,M,Trauma,None,Control,765,Nucleus x,x,370,"Medulla, motor related",989,12,1.0,hindbrain,3979,0.0030158331239004774
224,ms_01,4/21/20,M,Trauma,None,Control,975,Edinger-Westphal nucleus,EW,323,"Midbrain, motor related",849,13,1.0,midbrain,2053,0.0063321967851924016
225,ms_01,4/21/20,M,Trauma,None,Control,629,Ventral anterior-lateral complex of the thalamus,VAL,637,Ventral group of the dorsal thalamus,644,13,1.0,diencephalon,46277,0.0002809170862415455
226,ms_01,4/21/20,M,Trauma,None,Control,819,"Anterior cingulate area, ventral part, 6b",ACAv6b,48,"Anterior cingulate area, ventral part",237,13,1.0,cortical_plate,4443,0.002925950934053567
227,ms_01,4/21/20,M,Trauma,None,Control,1006,"Primary somatosensory area, trunk, layer 1",SSp-tr1,361,"Primary somatosensory area, trunk",87,13,1.0,cortical_plate,8145,0.0015960712093308778
228,ms_01,4/21/20,M,Trauma,None,Control,1107,"Medullary reticular nucleus, ventral part",MDRNv,395,Medullary reticular nucleus,970,15,1.0,hindbrain,48209,0.0003111452218465432
229,ms_01,4/21/20,M,Trauma,None,Control,372,Infracerebellar nucleus,ICB,370,"Medulla, motor related",959,15,1.0,hindbrain,624,0.02403846153846154
230,ms_01,4/21/20,M,Trauma,None,Control,951,Pyramus (VIII),PYR,645,Vermal regions,1034,16,1.0,cerebellum,58832,0.0002719608376393799
231,ms_01,4/21/20,M,Trauma,None,Control,711,Cuneate nucleus,CU,720,Dorsal column nuclei,927,16,1.0,hindbrain,19078,0.0008386623335779432
232,ms_01,4/21/20,M,Trauma,None,Control,689,Ventrolateral preoptic nucleus,VLPO,141,Periventricular region,755,16,1.0,diencephalon,1968,0.008130081300813009
233,ms_01,4/21/20,M,Trauma,None,Control,333,Septohippocampal nucleus,SH,275,Lateral septal complex,591,16,1.0,cerebral_nuclei,2365,0.006765327695560253
235,ms_01,4/21/20,M,Trauma,None,Control,210,Lateral mammillary nucleus,LM,331,Mammillary body,763,17,1.0,diencephalon,2062,0.008244422890397672
236,ms_01,4/21/20,M,Trauma,None,Control,356,Preparasubthalamic nucleus,PST,290,Hypothalamic lateral zone,792,18,1.0,diencephalon,912,0.019736842105263157
237,ms_01,4/21/20,M,Trauma,None,Control,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,Tuberomammillary nucleus,770,18,1.0,diencephalon,936,0.019230769230769232
238,ms_01,4/21/20,M,Trauma,None,Control,675,"Agranular insular area, ventral part, layer 6a",AIv6a,119,"Agranular insular area, ventral part",295,19,1.0,cortical_plate,6165,0.0030819140308191405
239,ms_01,4/21/20,M,Trauma,None,Control,147,Locus ceruleus,LC,1117,"Pons, behavioral state related",911,19,1.0,hindbrain,1042,0.018234165067178502
240,ms_01,4/21/20,M,Trauma,None,Control,177,Nucleus of Roller,NR,154,Perihypoglossal nuclei,978,19,1.0,hindbrain,1389,0.013678905687544997
241,ms_01,4/21/20,M,Trauma,None,Control,534,Supratrigeminal nucleus,SUT,987,"Pons, motor related",900,19,1.0,hindbrain,10567,0.0017980505346834484
242,ms_01,4/21/20,M,Trauma,None,Control,437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,386,"Medulla, sensory related",938,19,1.0,hindbrain,75635,0.00025120645203939975
243,ms_01,4/21/20,M,Trauma,None,Control,759,"Posterior auditory area, layer 4",AUDpo4,1027,Posterior auditory area,146,20,1.0,cortical_plate,1356,0.014749262536873156
244,ms_01,4/21/20,M,Trauma,None,Control,451,"Basolateral amygdalar nucleus, ventral part",BLAv,295,Basolateral amygdalar nucleus,565,109,1.0,cortical_subplate,16609,0.006562706966102716
245,ms_01,4/21/20,M,Trauma,None,Control,1120,Interanteromedial nucleus of the thalamus,IAM,239,Anterior group of the dorsal thalamus,680,34,1.0,diencephalon,2981,0.011405568601140557
246,ms_01,4/21/20,M,Trauma,None,Control,362,Mediodorsal nucleus of thalamus,MD,444,Medial group of the dorsal thalamus,685,113,1.0,diencephalon,86351,0.0013086125233060415
247,ms_01,4/21/20,M,Trauma,None,Control,827,"Infralimbic area, layer 5",ILA5,44,Infralimbic area,249,608,1.0,cortical_plate,29789,0.020410218537043875
248,ms_01,4/21/20,M,Trauma,None,Control,590,"Retrosplenial area, ventral part, layer 6a",RSPv6a,886,"Retrosplenial area, ventral part",337,608,1.0,cortical_plate,59776,0.010171306209850108
249,ms_01,4/21/20,M,Trauma,None,Control,304,"Prelimbic area, layer 2/3",PL2/3,972,Prelimbic area,241,616,1.0,cortical_plate,34208,0.018007483629560336
250,ms_01,4/21/20,M,Trauma,None,Control,156,"Dorsal auditory area, layer 6a",AUDd6a,1011,Dorsal auditory area,127,617,1.0,cortical_plate,52134,0.011834887021905091
251,ms_01,4/21/20,M,Trauma,None,Control,23,Anterior amygdalar area,AAA,278,Striatum-like amygdalar nuclei,593,619,1.0,cerebral_nuclei,37040,0.016711663066954645
252,ms_01,4/21/20,M,Trauma,None,Control,806,"Supplemental somatosensory area, layer 2/3",SSs2/3,378,Supplemental somatosensory area,102,621,1.0,cortical_plate,105435,0.0058898847631242
253,ms_01,4/21/20,M,Trauma,None,Control,149,Paraventricular nucleus of the thalamus,PVT,571,Midline group of the dorsal thalamus,692,628,1.0,diencephalon,25631,0.02450158011782607
254,ms_01,4/21/20,M,Trauma,None,Control,1023,"Ventral auditory area, layer 5",AUDv5,1018,Ventral auditory area,154,630,1.0,cortical_plate,47654,0.013220296302513954
255,ms_01,4/21/20,M,Trauma,None,Control,556,"Infralimbic area, layer 2/3",ILA2/3,44,Infralimbic area,248,650,1.0,cortical_plate,33218,0.01956770425672828
256,ms_01,4/21/20,M,Trauma,None,Control,803,Pallidum,PAL,623,Cerebral nuclei,608,651,1.0,cerebral_nuclei,111434,0.005842023080926827
257,ms_01,4/21/20,M,Trauma,None,Control,625,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,369,"Primary somatosensory area, upper limb",83,676,1.0,cortical_plate,61493,0.010993121168263054
258,ms_01,4/21/20,M,Trauma,None,Control,692,"Perirhinal area, layer 5",PERI5,922,Perirhinal area,371,677,1.0,cortical_plate,41974,0.016129032258064516
259,ms_01,4/21/20,M,Trauma,None,Control,854,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,369,"Primary somatosensory area, upper limb",81,588,1.0,cortical_plate,60653,0.00969449161624322
260,ms_01,4/21/20,M,Trauma,None,Control,274,"Retrosplenial area, dorsal part, layer 6a",RSPd6a,879,"Retrosplenial area, dorsal part",330,689,1.0,cortical_plate,46322,0.014874141876430207
261,ms_01,4/21/20,M,Trauma,None,Control,639,"Cortical amygdalar area, anterior part",COAa,631,Cortical amygdalar area,427,717,1.0,cortical_plate,36755,0.019507549993198203
262,ms_01,4/21/20,M,Trauma,None,Control,830,Dorsomedial nucleus of the hypothalamus,DMH,141,Periventricular region,739,723,1.0,diencephalon,31008,0.02331656346749226
263,ms_01,4/21/20,M,Trauma,None,Control,847,"Primary auditory area, layer 5",AUDp5,1002,Primary auditory area,140,731,1.0,cortical_plate,46593,0.015689052003519843
265,ms_01,4/21/20,M,Trauma,None,Control,1038,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,329,"Primary somatosensory area, barrel field",56,756,1.0,cortical_plate,78454,0.009636219950544268
266,ms_01,4/21/20,M,Trauma,None,Control,843,Parasubiculum,PAR,822,Retrohippocampal region,523,774,1.0,cortical_plate,59900,0.01292153589315526
267,ms_01,4/21/20,M,Trauma,None,Control,610,"Retrosplenial area, dorsal part, layer 5",RSPd5,879,"Retrosplenial area, dorsal part",329,777,1.0,cortical_plate,76561,0.010148770261621452
268,ms_01,4/21/20,M,Trauma,None,Control,319,Basomedial amygdalar nucleus,BMA,703,Cortical subplate,566,826,1.0,cortical_subplate,69327,0.011914549886768502
269,ms_01,4/21/20,M,Trauma,None,Control,26,"Superior colliculus, motor related, deep gray layer",SCdg,294,"Superior colliculus, motor related",825,831,1.0,midbrain,78038,0.010648658345934032
270,ms_01,4/21/20,M,Trauma,None,Control,252,"Dorsal auditory area, layer 5",AUDd5,1011,Dorsal auditory area,126,842,1.0,cortical_plate,75964,0.011084197777894792
271,ms_01,4/21/20,M,Trauma,None,Control,434,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,879,"Retrosplenial area, dorsal part",327,844,1.0,cortical_plate,64270,0.01313209895752295
272,ms_01,4/21/20,M,Trauma,None,Control,600,"Dorsal auditory area, layer 2/3",AUDd2/3,1011,Dorsal auditory area,124,848,1.0,cortical_plate,60142,0.014099963419906223
273,ms_01,4/21/20,M,Trauma,None,Control,988,Ectorhinal area/Layer 5,ECT5,895,Ectorhinal area,376,713,1.0,cortical_plate,40220,0.017727498756837393
274,ms_01,4/21/20,M,Trauma,None,Control,574,Tegmental reticular nucleus,TRN,987,"Pons, motor related",901,573,1.0,hindbrain,45575,0.012572682391662095
275,ms_01,4/21/20,M,Trauma,None,Control,749,Ventral tegmental area,VTA,323,"Midbrain, motor related",818,558,1.0,midbrain,51455,0.010844427169371295
276,ms_01,4/21/20,M,Trauma,None,Control,1015,"Anterior cingulate area, dorsal part, layer 5",ACAd5,39,"Anterior cingulate area, dorsal part",229,551,1.0,cortical_plate,43701,0.012608407130271618
277,ms_01,4/21/20,M,Trauma,None,Control,754,Olfactory tubercle,OT,493,Striatum ventral region,577,387,1.0,cerebral_nuclei,242728,0.0015943772453116244
278,ms_01,4/21/20,M,Trauma,None,Control,178,Ventral part of the lateral geniculate complex,LGv,1014,"Geniculate group, ventral thalamus",707,389,1.0,diencephalon,25851,0.015047773780511392
279,ms_01,4/21/20,M,Trauma,None,Control,721,"Primary visual area, layer 4",VISp4,385,Primary visual area,188,391,1.0,cortical_plate,61357,0.006372541030363284
280,ms_01,4/21/20,M,Trauma,None,Control,945,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,369,"Primary somatosensory area, upper limb",84,394,1.0,cortical_plate,46906,0.008399778279964184
281,ms_01,4/21/20,M,Trauma,None,Control,162,Laterodorsal tegmental nucleus,LDT,1117,"Pons, behavioral state related",912,397,1.0,hindbrain,7472,0.05313169164882227
282,ms_01,4/21/20,M,Trauma,None,Control,862,"Supplemental somatosensory area, layer 6a",SSs6a,378,Supplemental somatosensory area,105,398,1.0,cortical_plate,68575,0.005803864382063434
283,ms_01,4/21/20,M,Trauma,None,Control,288,"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3,746,"Orbital area, ventrolateral part",274,410,1.0,cortical_plate,35411,0.011578323119934484
284,ms_01,4/21/20,M,Trauma,None,Control,296,"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3,48,"Anterior cingulate area, ventral part",234,410,1.0,cortical_plate,46352,0.008845357266137383
285,ms_01,4/21/20,M,Trauma,None,Control,577,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,369,"Primary somatosensory area, upper limb",82,426,1.0,cortical_plate,30178,0.014116243621180993
286,ms_01,4/21/20,M,Trauma,None,Control,363,"Prelimbic area, layer 5",PL5,972,Prelimbic area,242,437,1.0,cortical_plate,28852,0.015146263690558713
287,ms_01,4/21/20,M,Trauma,None,Control,344,"Agranular insular area, posterior part, layer 5",AIp5,111,"Agranular insular area, posterior part",288,444,1.0,cortical_plate,29191,0.015210167517385496
288,ms_01,4/21/20,M,Trauma,None,Control,146,Pontine reticular nucleus,PRNr,1117,"Pons, behavioral state related",914,447,1.0,hindbrain,164040,0.0027249451353328455
289,ms_01,4/21/20,M,Trauma,None,Control,935,"Anterior cingulate area, dorsal part, layer 1",ACAd1,39,"Anterior cingulate area, dorsal part",227,453,1.0,cortical_plate,34249,0.013226663552220503
290,ms_01,4/21/20,M,Trauma,None,Control,729,"Temporal association areas, layer 6a",TEa6a,541,Temporal association areas,365,464,1.0,cortical_plate,30318,0.015304439606834223
291,ms_01,4/21/20,M,Trauma,None,Control,564,Medial septal nucleus,MS,904,Medial septal complex,617,464,1.0,cerebral_nuclei,39040,0.011885245901639344
292,ms_01,4/21/20,M,Trauma,None,Control,1047,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,329,"Primary somatosensory area, barrel field",54,467,1.0,cortical_plate,51691,0.009034454740670522
293,ms_01,4/21/20,M,Trauma,None,Control,838,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,353,"Primary somatosensory area, nose",46,467,1.0,cortical_plate,63473,0.007357459077087895
